Id,CustomerName,Address,GST,DCNo,DCDate,Attention,Contact,Responsible_By,Type,ItemCode,Description,HSN,Quantity,Rate,Amount,TQty,TAmt,Gst_per,GTotal,Remark,Transport,vehicleNo,LRNo,Acknowledgement,UOM,SysDate,SysTime,SessionId,CompId,FinYearId,GrandTotal,GSTWORDS
3291,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00688-18-360,REST MYLAR,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3292,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00699-07-410,CLAMP MYLAR,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3293,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00700-17-480,L BKT,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3294,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00696-45-310,PIN HOLDER,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3295,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00700-17-490,REST MYLAR,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3296,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00688-60-710,REST MYLAR,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3297,UNPA ENGINEERING,"KASURDI, KHEDSHIVAPUR, TAL BHOR PUNE",,895,15-03-2020,MR UNMESH JAGTAP,,MR PRAVIN CHOUGULE,Returnable,00699-01-01,BASE,-,2,1.0,2.0,4.0,4.0,0.0,4.0,FOR MACHNING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
3298,UNPA ENGINEERING,"KASURDI, KHEDSHIVAPUR, TAL BHOR PUNE",,895,15-03-2020,MR UNMESH JAGTAP,,MR PRAVIN CHOUGULE,Returnable,00695-01-010,BASE FABRICATION,-,2,1.0,2.0,4.0,4.0,0.0,4.0,FOR MACHNING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
3299,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00688-45-410,CLAMP MYLAR,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3300,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00688-19-490,L BKT,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3301,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00708-13-410,CLAMP MYLAR,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3302,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00704-07-310,PIN RETAINER,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3303,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00704-05-430,CLAMP MYLAR,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3304,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00700-11-010,CLAMP ARM,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3305,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00702-19-480,L BKT,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3306,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00688-39-310,PIN RETAINER,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3307,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00706-37-360,REST MYLAR,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3308,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00706-33-510,L BKT,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3309,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00695-13-500,L BKT,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3310,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00700-15-320,GUIDE ROD BKT,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3311,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00702-17-880,BKT,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3312,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00702-17-420,CLAMP MYLAR,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3313,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00704-07-360,REST MYLAR,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3314,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00688-45-710,PLATE,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3315,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00691-05-720,PLATE,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3316,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00697-07-360,REST MYLAR,-,12,1.0,12.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3317,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00687-23-490,L BKT,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3318,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00699-21-480,00699-21-480,4,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3319,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00679-05-480,l bkt,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3320,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00688-21-640,00688-21-640,-,4,1.0,4.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3321,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00691-43-360,REST MYLAR,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3322,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00703-13-480,L BKT,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3323,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00703-03-420,CLAMP MYLAR,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3324,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00688-59-410,CLAMP MYLAR,-,4,1.0,4.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3325,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00708-14-410,00708-14-410,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3326,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00700-07-370,REST MYLAR,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3327,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00688-29-360,MYLAR,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3328,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00688-61-460,BKT,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3329,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00706-31-510,L BKT,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3330,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00703-13-560,U BKT,-,1,1.0,1.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3331,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,896,15-03-2020,Mr.,9604549533,MR PRAVIN CHOUGULE,Returnable,00702-19-490,L BKT 2,-,2,1.0,2.0,64.0,64.0,0.0,64.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3332,MADHEPURA ELECTRIC LOCOMOTIVE PVT LTD,"E-Loco Saharanpur Depot, Opp. East Cabin, Khanalam Pura Yard, Adjacent to Electric Loco Shed, Saharanpur-247001, Uttar Pradesh",,897,15-03-2020,Mr. Vikas,,Mr Prashant Survanshi,Returnable,ALLEN KEY SET,ALLEN KEY SET,-,1,1.0,1.0,3.0,3.0,0.0,3.0,FOR SITE WORK,BY HAND ANIKET ,BY HAND,NA,Received material in good condition,,,,,,,,
3333,MADHEPURA ELECTRIC LOCOMOTIVE PVT LTD,"E-Loco Saharanpur Depot, Opp. East Cabin, Khanalam Pura Yard, Adjacent to Electric Loco Shed, Saharanpur-247001, Uttar Pradesh",,897,15-03-2020,Mr. Vikas,,Mr Prashant Survanshi,Returnable,SPANNER SET,SPANNER SET,-,1,1.0,1.0,3.0,3.0,0.0,3.0,FOR SITE WORK,BY HAND ANIKET ,BY HAND,NA,Received material in good condition,,,,,,,,
3334,MADHEPURA ELECTRIC LOCOMOTIVE PVT LTD,"E-Loco Saharanpur Depot, Opp. East Cabin, Khanalam Pura Yard, Adjacent to Electric Loco Shed, Saharanpur-247001, Uttar Pradesh",,897,15-03-2020,Mr. Vikas,,Mr Prashant Survanshi,Returnable,RELVOLVING LAMP,RELVOLVING LAMP,-,1,1.0,1.0,3.0,3.0,0.0,3.0,FOR SITE WORK,BY HAND ANIKET ,BY HAND,NA,Received material in good condition,,,,,,,,
3335,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,898,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00694-11-370,REST MYLAR,-,4,1.0,4.0,12.0,12.0,0.0,12.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3336,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,898,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00694-11-360,REST MYLAR,-,8,1.0,8.0,12.0,12.0,0.0,12.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3337,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-07-560,U BKT,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3338,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-13-410,CLAMP MYLAR,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3339,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-05-560,U BKT,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3340,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-03-480,L BKT,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3341,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-03-410,CLAMP MYLAR,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3342,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-15-570,U BKT,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3343,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-19-410,CLAMP MYLAR,-,8,1.0,8.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3344,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-13-360,REST MYLAR,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3345,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-19-610,Z BKT,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3346,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-03-420,CLAMP MYLAR,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3347,MACHFAB TECHNOLOGIES LLP,"GUJARVADI, PUNE",-,899,16-03-2020,SUNIL WALUNJKAR,-,MR PRAVIN CHOUGULE,Returnable,00685-15-480,L BKT,-,8,1.0,8.0,52.0,52.0,0.0,52.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,na,Received material in good condition,,,,,,,,
3348,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-09-480,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3349,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-09-530,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3350,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-07-480,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3351,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-09-520,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3352,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-09-510,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3353,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-07-500,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3354,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-07-490,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3355,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-11-520,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3356,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-07-510,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3357,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-05-480,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3358,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-03-480,L BKT,-,4,1.0,4.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3359,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-03-410,CLAMP MYLAR,-,4,1.0,4.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3360,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-05-490,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3361,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-09-550,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3362,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-03-370,REST MYLAR,-,4,1.0,4.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3363,TECHNOMECH ENGINEERING,Nanded Phata,27BWKPD5091H1ZD,900,16-03-2020,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00700-09-540,L BKT,-,2,1.0,2.0,54.0,54.0,0.0,54.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
